Enrollments,SIS dep Nenr,SIS Ndep Enr,SIS adm Ndep Nenr,SIS Nadm1,SIS Nadm2,SIS Nadm3,SIS app Nadm,SIS Napp1,SIS Napp2,SIS Napp3,SIS Napp4,SIS Napp5,SIS Napp6,SIS Napp7,SIS Sub nApp,SIS Nsub1,SIS Nsub2,SIS Nsub3,SIS Nsub4,SIS Nsub5,SIS Nsub6,SIS Nsub7,SIS Nsub8,SIS Nsub9,SIS Nsub10,SIS Nsub11,SIS Nsub12,SIS Nsub13,SIS Nsub14,SIS Nsub15,SIS Started Nsub,SIS P Nst1,SIS P Nst2,SIS P Nst3,SIS P Nst4,SIS P Nst5,SIS P Nst6,SIS P Nst7,SIS P Nst8,SIS P Nst9,SIS P Nst10,SIS P Nst11,SIS P Nst12,SIS P Nst13,SIS P Nst14,SIS P Nst15,SIS P Nst16,SIS P Nst17,SIS P Nst18,SIS P Nst19,SIS P Nst20,SIS P Nst21,SIS P Nst22,SIS P Nst23,SIS P Nst24,SIS P Nst25,SIS P Nst26,SIS P Nst27,SIS P Nst28,SIS P Nst29,SIS P Nst30,SIS P Nst31,SIS Prospect Nst
254,29,1,800,1,1,1,86,1,1,1,1,1,1,1,184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2760
254,22,1,810,1,1,1,84,1,1,1,1,1,1,1,185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2768
253,18,1,803,1,1,1,85,1,1,1,1,1,1,1,196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2768
0,18,1,0,1,1,1,2,1,1,1,1,1,1,1,280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2058
0,20,1,0,1,1,1,2,1,1,1,1,1,1,1,496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2245
0,24,1,0,1,1,1,2,1,1,1,1,1,1,1,858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2325
0,27,1,0,1,1,1,2,1,1,1,1,1,1,1,1203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2362
0,32,1,0,1,1,1,859,1,1,1,1,1,1,1,364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2396
0,41,1,768,1,1,1,200,1,1,1,1,1,1,1,306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2456
0,61,1,904,1,1,1,69,1,1,1,1,1,1,1,325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2486
0,83,1,886,1,1,1,66,1,1,1,1,1,1,1,344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2519
0,123,1,879,1,1,1,64,1,1,1,1,1,1,1,340,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2559
0,234,1,783,1,1,1,75,1,1,1,1,1,1,1,347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2605
247,103,1,688,1,1,1,93,1,1,1,1,1,1,1,372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,841,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2701
277,78,1,721,1,1,1,80,1,1,1,1,1,1,1,380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2760
281,80,1,725,1,1,1,95,1,1,1,1,1,1,1,394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2799
298,72,1,737,1,1,1,86,1,1,1,1,1,1,1,394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2839
306,60,1,733,1,1,1,84,1,1,1,1,1,1,1,403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2870
315,48,1,734,1,1,1,88,1,1,1,1,1,1,1,403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,914,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2892
322,45,1,744,1,1,1,91,1,1,1,1,1,1,1,363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2919
326,37,1,744,1,1,1,98,1,1,1,1,1,1,1,344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2921
323,35,1,744,1,1,1,100,1,1,1,1,1,1,1,312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2941
316,24,1,760,1,1,1,100,1,1,1,1,1,1,1,305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2947
0,35,1,1,1,1,1,1,1,1,1,1,1,1,1,203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,411
0,40,1,1,1,1,1,1,1,1,1,1,1,1,1,643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,467
