Enrollments,SIS dep Nenr,SIS Ndep Enr,SIS adm Ndep Nenr,SIS Nadm1,SIS Nadm2,SIS Nadm3,SIS app Nadm,SIS Napp1,SIS Napp2,SIS Napp3,SIS Napp4,SIS Napp5,SIS Napp6,SIS Napp7,SIS Sub nApp,SIS Nsub1,SIS Nsub2,SIS Nsub3,SIS Nsub4,SIS Nsub5,SIS Nsub6,SIS Nsub7,SIS Nsub8,SIS Nsub9,SIS Nsub10,SIS Nsub11,SIS Nsub12,SIS Nsub13,SIS Nsub14,SIS Nsub15,SIS Started Nsub,SIS P Nst1,SIS P Nst2,SIS P Nst3,SIS P Nst4,SIS P Nst5,SIS P Nst6,SIS P Nst7,SIS P Nst8,SIS P Nst9,SIS P Nst10,SIS P Nst11,SIS P Nst12,SIS P Nst13,SIS P Nst14,SIS P Nst15,SIS P Nst16,SIS P Nst17,SIS P Nst18,SIS P Nst19,SIS P Nst20,SIS P Nst21,SIS P Nst22,SIS P Nst23,SIS P Nst24,SIS P Nst25,SIS P Nst26,SIS P Nst27,SIS P Nst28,SIS P Nst29,SIS P Nst30,SIS P Nst31,SIS Prospect Nst
335,126,0,750,0,0,0,56,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112
393,68,0,760,0,0,0,54,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100
409,54,0,766,0,0,0,59,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2148
405,51,0,776,0,0,0,60,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170
408,53,0,780,0,0,0,57,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203
415,52,0,771,0,0,0,57,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211
410,37,0,791,0,0,0,58,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223
413,34,0,788,0,0,0,59,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244
403,29,0,796,0,0,0,68,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260
393,27,0,805,0,0,0,68,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270
0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202
0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221
0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209
0,36,0,1,0,0,0,748,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234
